Time(s)	TrafficType	Size(Bytes)	numb_flow
4.22768	voip	40	1
4.22845	video	42	1
4.23317	ftp	536	1
4.23789	ftp	536	1
4.23864	voip	40	2
4.23993	gaming	107	1
4.24465	ftp	536	1
4.24937	ftp	536	1
4.25012	voip	40	1
4.25484	ftp	536	1
4.25956	ftp	536	1
4.26428	ftp	536	1
4.26601	gaming	162	2
4.26676	voip	40	2
4.27148	ftp	536	1
4.2762	ftp	536	1
4.27696	voip	40	1
4.28168	ftp	536	1
4.2864	ftp	536	1
4.28715	voip	40	2
4.29187	ftp	536	1
4.29659	ftp	536	1
4.29734	voip	40	1
4.30206	ftp	536	1
4.30678	ftp	536	1
4.30824	gaming	129	1
4.30965	gaming	122	2
4.31437	ftp	536	1
4.31909	ftp	536	1
4.31984	voip	40	2
4.32067	video	49	1
4.32539	ftp	536	1
4.33011	ftp	536	1
4.33086	voip	40	1
4.33558	ftp	536	1
4.3403	ftp	536	1
4.34502	ftp	536	1
4.34579	video	42	1
4.34669	video	59	1
4.34744	voip	40	2
4.34984	video	245	1
4.35456	ftp	536	1
4.35928	ftp	536	1
4.36006	video	44	1
4.36249	video	250	1
4.36344	video	64	1
4.36419	voip	40	1
4.36504	video	52	1
4.36976	ftp	536	1
4.37448	ftp	536	1
4.37539	video	60	1
4.37677	gaming	119	2
4.37772	video	64	1
4.37993	gaming	223	1
4.38068	voip	40	2
4.3854	ftp	536	1
4.39012	ftp	536	1
4.39099	video	54	1
4.39174	voip	40	1
4.39328	video	139	1
4.398	ftp	536	1
4.40272	ftp	536	1
4.40348	video	40	1
4.40423	video	40	1
4.40498	voip	40	2
4.4097	ftp	536	1
4.41442	ftp	536	1
4.41543	video	72	1
4.41618	voip	40	1
4.41716	video	68	1
4.42188	ftp	536	1
4.4266	ftp	536	1
4.42789	gaming	108	2
4.43032	video	250	1
4.43108	voip	40	2
4.4321	video	74	1
4.43293	video	50	1
4.43765	ftp	536	1
4.44237	ftp	536	1
4.44404	gaming	154	1
4.44479	voip	40	1
4.44557	video	44	1
4.45029	ftp	536	1
4.45501	ftp	536	1
4.45576	voip	40	2
4.46048	ftp	536	1
4.4652	ftp	536	1
4.46596	voip	40	1
4.47068	ftp	536	1
4.4754	ftp	536	1
4.48012	ftp	536	1
4.48169	gaming	143	2
4.48244	voip	40	2
4.48716	ftp	536	1
4.49188	ftp	536	1
4.49359	gaming	159	1
4.49434	voip	40	1
4.49906	ftp	536	1
4.50378	ftp	536	1
4.5085	ftp	536	1
4.51322	ftp	536	1
4.51397	voip	40	2
4.51869	ftp	536	1
4.52341	ftp	536	1
4.52416	voip	40	1
4.52888	ftp	536	1
4.5336	ftp	536	1
4.53496	gaming	115	2
4.53571	voip	40	2
4.54043	ftp	536	1
4.54515	ftp	536	1
4.5459	voip	40	1
4.54732	gaming	124	1
4.5484	video	81	1
4.55312	ftp	536	1
4.55784	ftp	536	1
4.56256	ftp	536	1
4.56728	ftp	536	1
4.56828	video	71	1
4.56904	voip	40	2
4.57376	ftp	536	1
4.57848	ftp	536	1
4.57928	video	46	1
4.58003	voip	40	1
4.5809	video	55	1
4.58175	video	52	1
4.58647	ftp	536	1
4.59119	ftp	536	1
4.59226	video	80	1
4.59371	gaming	127	2
4.59446	voip	40	2
4.59536	video	59	1
4.59622	video	53	1
4.60094	ftp	536	1
4.60566	ftp	536	1
4.60641	voip	40	1
4.61113	ftp	536	1
4.61248	gaming	115	1
4.61331	video	49	1
4.61803	ftp	536	1
4.61895	video	61	1
4.62367	ftp	536	1
4.62451	video	51	1
4.62527	video	41	1
4.62652	video	103	1
4.62728	voip	40	2
4.62803	voip	40	1
4.63275	ftp	536	1
4.63747	ftp	536	1
4.6399	video	250	1
4.64462	ftp	536	1
4.64934	ftp	536	1
4.65095	gaming	147	2
4.6517	voip	40	2
4.65269	video	70	1
4.65741	ftp	536	1
4.66213	ftp	536	1
4.66288	voip	40	1
4.66391	gaming	74	1
4.66467	video	41	1
4.6671	video	250	1
4.66871	video	147	1
4.66959	video	56	1
4.67135	video	166	1
4.6721	voip	40	2
4.67682	ftp	536	1
4.68154	ftp	536	1
4.68229	voip	40	1
4.68701	ftp	536	1
4.69173	ftp	536	1
4.69645	ftp	536	1
4.70117	ftp	536	1
4.70291	gaming	163	2
4.70366	voip	40	2
4.70838	ftp	536	1
4.7131	ftp	536	1
4.71782	ftp	536	1
4.71857	voip	40	1
4.72042	gaming	177	1
4.72514	ftp	536	1
4.72986	ftp	536	1
4.73061	voip	40	2
4.73533	ftp	536	1
4.74005	ftp	536	1
4.7408	voip	40	1
4.74552	ftp	536	1
4.75024	ftp	536	1
4.75496	ftp	536	1
4.75968	ftp	536	1
4.76044	voip	40	2
4.76168	gaming	101	1
4.76243	voip	40	1
4.76715	ftp	536	1
4.77187	ftp	536	1
4.77343	gaming	141	2
4.7755	video	205	1
4.78022	ftp	536	1
4.78494	ftp	536	1
4.78609	video	90	1
4.78684	voip	40	2
4.78771	video	54	1
4.78879	video	81	1
4.79351	ftp	536	1
4.79823	ftp	536	1
4.79898	voip	40	1
4.8037	ftp	536	1
4.80842	ftp	536	1
4.80934	video	61	1
4.81165	video	235	1
4.8124	voip	40	2
4.81712	ftp	536	1
4.81832	gaming	95	1
4.81907	voip	40	1
4.81995	video	56	1
4.82238	video	250	1
4.8271	ftp	536	1
4.82796	video	53	1
4.82948	video	137	1
4.83024	video	40	1
4.83099	voip	40	2
4.83278	gaming	170	2
4.83353	voip	40	1
4.83825	ftp	536	1
4.84297	ftp	536	1
4.84425	video	106	1
4.84897	ftp	536	1
4.85369	ftp	536	1
4.85464	video	64	1
4.85548	video	52	1
4.85624	voip	40	2
4.86096	ftp	536	1
4.86176	video	46	1
4.86648	ftp	536	1
4.8712	ftp	536	1
4.87195	voip	40	1
4.87357	gaming	149	1
4.8746	video	75	1
4.8754	video	45	1
4.87624	video	52	1
4.87716	video	60	1
4.87791	voip	40	2
4.87894	video	75	1
4.88366	ftp	536	1
4.88441	voip	40	1
4.88578	gaming	117	2
4.8905	ftp	536	1
4.89522	ftp	536	1
4.89994	ftp	536	1
4.90466	ftp	536	1
4.90938	ftp	536	1
4.9141	ftp	536	1
4.91485	voip	40	2
4.91957	ftp	536	1
4.92032	voip	40	1
4.92504	ftp	536	1
4.92976	ftp	536	1
4.93448	ftp	536	1
4.93632	gaming	175	1
4.94104	ftp	536	1
4.94576	ftp	536	1
4.95048	ftp	536	1
4.95123	voip	40	2
4.95595	ftp	536	1
4.9567	voip	40	1
4.96142	ftp	536	1
4.96614	ftp	536	1
4.9678	gaming	153	2
4.97252	ftp	536	1
4.97724	ftp	536	1
4.97799	voip	40	2
4.98271	ftp	536	1
4.98743	ftp	536	1
4.98818	voip	40	1
4.9929	ftp	536	1
4.99762	ftp	536	1
4.99837	video	40	1
4.99912	video	40	1
4.99988	voip	40	2
5.0046	ftp	536	1
5.00932	ftp	536	1
5.01022	video	59	1
5.0115	video	106	1
5.0123	video	46	1
5.01342	video	86	1
5.01441	video	70	1
5.01609	gaming	156	1
5.01748	gaming	119	2
5.01823	voip	40	1
5.01898	voip	40	2
5.0237	ftp	536	1
5.02613	video	250	1
5.02797	video	176	1
5.03001	video	201	1
5.03093	video	61	1
5.03168	voip	40	2
5.03244	voip	40	1
5.03716	ftp	536	1
5.04188	ftp	536	1
5.04328	gaming	122	1
5.04404	voip	40	1
5.04876	ftp	536	1
5.04968	video	62	1
5.05044	video	41	1
5.05124	video	46	1
5.052	voip	40	2
5.05311	video	85	1
5.05452	gaming	123	2
5.05535	video	49	1
5.05639	video	76	1
5.05736	video	68	1
5.05812	voip	40	1
5.06284	ftp	536	1
5.06756	ftp	536	1
5.07228	ftp	536	1
5.077	ftp	536	1
5.08172	ftp	536	1
5.083	video	106	1
5.08392	video	61	1
5.08467	voip	40	2
5.08939	ftp	536	1
5.09411	ftp	536	1
5.09883	ftp	536	1
5.10355	ftp	536	1
5.1043	voip	40	1
5.10902	ftp	536	1
5.11374	ftp	536	1
5.11529	gaming	140	1
5.11604	voip	40	2
5.1172	gaming	91	2
5.12192	ftp	536	1
5.12664	ftp	536	1
5.1274	voip	40	1
5.16591	voip	40	2
5.1761	voip	40	1
5.18629	voip	40	2
5.19733	gaming	146	2
5.19844	gaming	84	1
5.19919	voip	40	1
5.21952	video	127	1
5.22027	voip	40	2
5.22574	voip	40	1
5.22769	video	190	1
5.22874	video	77	1
5.23589	video	250	1
5.23664	voip	40	2
5.24212	voip	40	1
5.24785	gaming	73	1
5.24933	gaming	131	2
5.25033	video	71	1
5.25176	video	124	1
5.25256	video	46	1
5.25388	video	111	1
5.25472	video	51	1
5.25715	video	250	1
5.25794	video	45	1
5.25888	video	63	1
5.26094	video	204	1
5.26169	voip	40	2
5.26244	voip	40	2
5.2632	voip	40	1
5.2737	video	79	1
5.27469	video	70	1
5.27548	video	44	1
5.27623	voip	40	1
5.27792	video	157	1
5.27895	video	75	1
5.27996	gaming	73	1
5.28081	video	52	1
5.28164	video	49	1
5.30127	voip	40	2
5.30266	gaming	120	2
5.30813	voip	40	1
5.35608	voip	40	2
5.36628	voip	40	1
5.377	gaming	107	1
5.37776	voip	40	2
5.37937	gaming	148	2
5.38956	voip	40	1
5.4092	voip	40	2
5.41	video	46	1
5.41075	voip	40	1
5.42111	video	61	1
5.42354	video	250	1
5.42513	gaming	145	1
5.42588	voip	40	2
5.42808	gaming	221	2
5.42895	video	54	1
5.43058	video	150	1
5.43209	video	135	1
5.43287	video	43	1
5.43362	voip	40	1
5.43453	video	60	1
5.43538	video	52	1
5.43613	voip	40	1
5.4416	voip	40	2
5.44238	video	43	1
5.44372	gaming	113	2
5.44427	voip	15	2
5.44585	gaming	144	1
5.44828	video	250	1
5.44905	video	42	1
5.4498	voip	40	1
5.451	video	96	1
5.45291	video	184	1
5.45382	video	60	1
5.45525	video	125	1
5.45601	video	41	1
5.47017	ftp	29480	1
5.47153	video	116	1
5.47228	voip	40	1
5.477	ftp	536	1
5.48172	ftp	536	1
5.48319	video	129	1
5.48791	ftp	536	1
5.48949	gaming	144	1
5.49038	video	57	1
5.4951	ftp	536	1
5.49982	ftp	536	1
5.50454	ftp	536	1
5.50926	ftp	536	1
5.51001	voip	40	1
5.51473	ftp	536	1
5.51647	gaming	163	2
5.52119	ftp	536	1
5.52591	ftp	536	1
5.53063	ftp	536	1
5.53535	ftp	536	1
5.54007	ftp	536	1
5.54082	voip	40	1
5.54554	ftp	536	1
5.55026	ftp	536	1
5.55498	ftp	536	1
5.5564	gaming	124	1
5.55716	voip	40	1
5.56188	ftp	536	1
5.56415	gaming	230	2
5.56887	ftp	536	1
5.57359	ftp	536	1
5.57434	voip	40	1
5.57906	ftp	536	1
5.58378	ftp	536	1
5.58454	video	41	1
5.58926	ftp	536	1
5.58981	voip	15	2
5.59453	ftp	536	1
5.59578	gaming	102	1
5.59664	video	54	1
5.5974	voip	40	1
5.60212	ftp	536	1
5.60684	ftp	536	1
5.60818	video	114	1
5.60894	video	41	1
5.60969	voip	40	1
5.61441	ftp	536	1
5.61684	video	250	1
5.62156	ftp	536	1
5.62311	gaming	139	2
5.62783	ftp	536	1
5.62878	video	65	1
5.6335	ftp	536	1
5.63593	video	250	1
5.64065	ftp	536	1
5.64152	video	54	1
5.64624	ftp	536	1
5.64699	voip	40	1
5.64785	video	54	1
5.64956	gaming	159	1
5.65428	ftp	536	1
5.659	ftp	536	1
5.66143	video	250	1
5.66292	video	132	1
5.66367	voip	40	1
5.66497	gaming	109	2
5.66969	ftp	536	1
5.67068	video	70	1
5.67296	video	230	1
5.67439	video	125	1
5.67911	ftp	536	1
5.67986	voip	40	1
5.68458	ftp	536	1
5.6857	video	86	1
5.68847	gaming	292	1
5.6894	video	62	1
5.69412	ftp	536	1
5.69884	ftp	536	1
5.70008	video	101	1
5.70105	video	68	1
5.70577	ftp	536	1
5.71049	ftp	536	1
5.71124	voip	40	1
5.71368	video	250	1
5.7152	video	137	1
5.71992	ftp	536	1
5.72464	ftp	536	1
5.72592	gaming	105	2
5.73064	ftp	536	1
5.73536	ftp	536	1
5.73591	voip	15	2
5.73666	voip	40	1
5.74138	ftp	536	1
5.7461	ftp	536	1
5.74781	gaming	160	1
5.75253	ftp	536	1
5.75725	ftp	536	1
5.76197	ftp	536	1
5.76669	ftp	536	1
5.76744	voip	40	1
5.77216	ftp	536	1
5.77688	ftp	536	1
5.77857	gaming	157	2
5.78329	ftp	536	1
5.78801	ftp	536	1
5.78876	voip	40	1
5.79348	ftp	536	1
5.7982	ftp	536	1
5.79978	gaming	143	1
5.8045	ftp	536	1
5.80922	ftp	536	1
5.81394	ftp	536	1
5.81866	ftp	536	1
5.82338	ftp	536	1
5.82413	voip	40	1
5.82492	video	45	1
5.82568	video	40	1
5.8272	video	136	1
5.82816	video	67	1
5.83288	ftp	536	1
5.8376	ftp	536	1
5.83852	video	60	1
5.84043	gaming	185	2
5.84515	ftp	536	1
5.84987	ftp	536	1
5.8507	video	50	1
5.85145	voip	40	1
5.8524	video	64	1
5.85329	video	58	1
5.85801	ftp	536	1
5.86273	ftp	536	1
5.86353	video	46	1
5.86825	ftp	536	1
5.87297	ftp	536	1
5.8754	video	250	1
5.87627	video	54	1
5.87702	voip	40	1
5.87828	video	103	1
5.88013	video	178	1
5.88485	ftp	536	1
5.88957	ftp	536	1
5.89236	gaming	295	1
5.8948	video	250	1
5.8961	video	109	1
5.89756	gaming	129	2
5.89872	video	91	1
5.89928	voip	15	2
5.904	ftp	536	1
5.90872	ftp	536	1
5.90971	video	70	1
5.91046	voip	40	1
5.91132	video	54	1
5.91244	video	86	1
5.91488	video	250	1
5.9196	ftp	536	1
5.92432	ftp	536	1
5.92507	voip	40	1
5.92979	ftp	536	1
5.93451	ftp	536	1
5.93923	ftp	536	1
5.94395	ftp	536	1
5.94552	gaming	142	2
5.94708	gaming	141	1
5.94763	voip	15	1
5.95235	ftp	536	1
5.95707	ftp	536	1
5.96179	ftp	536	1
5.96651	ftp	536	1
5.97123	ftp	536	1
5.97595	ftp	536	1
5.98067	ftp	536	1
5.98539	ftp	536	1
5.99011	ftp	536	1
5.99483	ftp	536	1
5.99955	ftp	536	1
6.00143	gaming	181	1
6.00265	gaming	99	2
6.00737	ftp	536	1
6.01209	ftp	536	1
6.01296	video	55	1
6.01768	ftp	536	1
6.0224	ftp	536	1
6.02394	video	138	1
6.02483	video	57	1
6.0256	video	43	1
6.03032	ftp	536	1
6.03504	ftp	536	1
6.03976	ftp	536	1
6.04448	ftp	536	1
6.04536	video	56	1
6.04653	video	92	1
6.05125	ftp	536	1
6.05597	ftp	536	1
6.05733	gaming	116	1
6.05812	video	45	1
6.0592	gaming	80	2
6.05975	voip	15	2
6.06128	video	137	1
6.066	ftp	536	1
6.07072	ftp	536	1
6.07151	video	45	1
6.07394	video	250	1
6.07866	ftp	536	1
6.08338	ftp	536	1
6.08426	video	56	1
6.08898	ftp	536	1
6.0937	ftp	536	1
6.09502	video	111	1
6.09974	ftp	536	1
6.10446	ftp	536	1
6.10523	video	42	1
6.10705	video	174	1
6.10847	gaming	123	2
6.10902	voip	15	1
6.11374	ftp	536	1
6.11846	ftp	536	1
6.11957	video	85	1
6.12107	gaming	133	1
6.12235	video	106	1
6.12356	video	98	1
6.12439	video	49	1
6.12911	ftp	536	1
6.13383	ftp	536	1
6.13476	video	62	1
6.13696	video	221	1
6.14168	ftp	536	1
6.1464	ftp	536	1
6.14782	gaming	124	2
6.15254	ftp	536	1
6.15726	ftp	536	1
6.16198	ftp	536	1
6.1667	ftp	536	1
6.16926	gaming	266	1
6.17398	ftp	536	1
6.1787	ftp	536	1
6.18342	ftp	536	1
6.18814	ftp	536	1
6.19286	ftp	536	1
6.19758	ftp	536	1
6.2023	ftp	536	1
6.20702	ftp	536	1
6.21174	ftp	536	1
6.21229	voip	15	2
6.21701	ftp	536	1
6.22173	ftp	536	1
6.22406	gaming	237	2
6.22878	ftp	536	1
6.2335	ftp	536	1
6.23516	gaming	154	1
6.23642	video	103	1
6.24114	ftp	536	1
6.24586	ftp	536	1
6.24829	video	250	1
6.25072	video	250	1
6.25544	ftp	536	1
6.26016	ftp	536	1
6.26092	video	41	1
6.26168	video	40	1
6.2664	ftp	536	1
6.27112	ftp	536	1
6.27244	video	112	1
6.27347	video	74	1
6.27518	gaming	160	2
6.27573	voip	15	1
6.28045	ftp	536	1
6.28517	ftp	536	1
6.28732	video	214	1
6.28813	video	48	1
6.29056	video	250	1
6.29528	ftp	536	1
6.3	ftp	536	1
6.30134	gaming	113	1
6.30346	video	211	1
6.30447	video	72	1
6.30523	video	41	1
6.30995	ftp	536	1
6.31467	ftp	536	1
6.31548	video	47	1
6.31624	video	42	1
6.31868	video	250	1
6.3234	ftp	536	1
6.32812	ftp	536	1
6.32995	gaming	175	2
6.33467	ftp	536	1
6.33939	ftp	536	1
6.34181	video	249	1
6.34268	video	55	1
6.34352	video	50	1
6.34824	ftp	536	1
6.35296	ftp	536	1
6.35415	gaming	95	1
6.3552	video	78	1
6.35992	ftp	536	1
6.36464	ftp	536	1
6.36936	ftp	536	1
6.37408	ftp	536	1
6.3788	ftp	536	1
6.38352	ftp	536	1
6.38536	gaming	176	2
6.38592	voip	15	2
6.39064	ftp	536	1
6.39536	ftp	536	1
6.40008	ftp	536	1
6.4048	ftp	536	1
6.4064	gaming	146	1
6.41112	ftp	536	1
6.41584	ftp	536	1
6.42056	ftp	536	1
6.42528	ftp	536	1
6.43	ftp	536	1
6.43472	ftp	536	1
6.43944	ftp	536	1
6.43999	voip	15	1
6.44471	ftp	536	1
6.44943	ftp	536	1
6.45019	video	41	1
6.45162	gaming	125	2
6.45244	video	48	1
6.45716	ftp	536	1
6.46188	ftp	536	1
6.46264	video	42	1
6.46736	ftp	536	1
6.47208	ftp	536	1
6.47344	video	116	1
6.47448	video	76	1
6.4758	gaming	110	1
6.48052	ftp	536	1
6.48524	ftp	536	1
6.48624	video	71	1
6.49096	ftp	536	1
6.49568	ftp	536	1
6.49644	video	41	1
6.49727	video	50	1
6.49812	video	52	1
6.50284	ftp	536	1
6.50756	ftp	536	1
6.50861	gaming	78	2
6.50956	video	65	1
6.51033	video	42	1
6.51505	ftp	536	1
6.51977	ftp	536	1
6.52152	video	164	1
6.52368	video	216	1
6.52523	video	140	1
6.52995	ftp	536	1
6.53467	ftp	536	1
6.53575	video	81	1
6.53669	video	64	1
6.53882	gaming	212	1
6.53974	video	61	1
6.54029	voip	15	2
6.54501	ftp	536	1
6.54973	ftp	536	1
6.55216	video	250	1
6.55295	video	44	1
6.55432	video	117	1
6.55576	gaming	127	2
6.56048	ftp	536	1
6.5652	ftp	536	1
6.56992	ftp	536	1
6.57464	ftp	536	1
6.57936	ftp	536	1
6.58408	ftp	536	1
6.58558	gaming	133	1
6.5903	ftp	536	1
6.59502	ftp	536	1
6.59557	voip	15	1
6.59724	gaming	155	2
6.60196	ftp	536	1
6.60668	ftp	536	1
6.6114	ftp	536	1
6.61612	ftp	536	1
6.62084	ftp	536	1
6.62556	ftp	536	1
6.63028	ftp	536	1
6.635	ftp	536	1
6.63972	ftp	536	1
6.64444	ftp	536	1
6.646	gaming	141	1
6.647	gaming	70	2
6.64784	video	52	1
6.65256	ftp	536	1
6.65728	ftp	536	1
6.65894	video	153	1
6.66366	ftp	536	1
6.66838	ftp	536	1
6.6692	video	48	1
6.67392	ftp	536	1
6.67864	ftp	536	1
6.68336	ftp	536	1
6.68411	video	40	1
6.68536	video	102	1
6.69008	ftp	536	1
6.6948	ftp	536	1
6.6956	video	47	1
6.69648	video	55	1
6.69772	video	101	1
6.70244	ftp	536	1
6.70716	ftp	536	1
6.70798	video	49	1
6.70893	gaming	65	2
6.70948	voip	15	2
6.71061	video	87	1
6.71533	ftp	536	1
6.72005	ftp	536	1
6.72119	video	88	1
6.72222	video	75	1
6.72434	gaming	211	1
6.72677	video	250	1
6.73149	ftp	536	1
6.73621	ftp	536	1
6.7378	video	144	1
6.73868	video	57	1
6.7434	ftp	536	1
6.74812	ftp	536	1
6.74944	video	111	1
6.75416	ftp	536	1
6.75888	ftp	536	1
6.75994	video	78	1
6.76069	video	40	1
6.76312	video	250	1
6.76399	video	54	1
6.76871	ftp	536	1
6.77343	ftp	536	1
6.77398	voip	15	1
6.7787	ftp	536	1
6.78342	ftp	536	1
6.78509	gaming	155	2
6.78651	gaming	123	1
6.79123	ftp	536	1
6.79595	ftp	536	1
6.80067	ftp	536	1
6.80539	ftp	536	1
6.81011	ftp	536	1
6.81483	ftp	536	1
6.81955	ftp	536	1
6.82427	ftp	536	1
6.82899	ftp	536	1
6.83371	ftp	536	1
6.835	gaming	107	1
6.83685	gaming	178	2
6.84157	ftp	536	1
6.84629	ftp	536	1
6.85101	ftp	536	1
6.85573	ftp	536	1
6.85666	video	62	1
6.85756	video	58	1
6.85875	video	95	1
6.86347	ftp	536	1
6.86819	ftp	536	1
6.86874	voip	15	2
6.87346	ftp	536	1
6.87818	ftp	536	1
6.87896	video	43	1
6.87988	video	62	1
6.8846	ftp	536	1
6.88932	ftp	536	1
6.8918	gaming	256	2
6.89318	video	118	1
6.8979	ftp	536	1
6.90262	ftp	536	1
6.90407	video	127	1
6.90516	gaming	83	1
6.90988	ftp	536	1
6.9146	ftp	536	1
6.91541	video	47	1
6.92013	ftp	536	1
6.92485	ftp	536	1
6.9254	voip	15	1
6.92618	video	43	1
6.9309	ftp	536	1
6.93562	ftp	536	1
6.94034	ftp	536	1
6.94215	video	172	1
6.94452	video	242	1
6.94924	ftp	536	1
6.95396	ftp	536	1
6.95482	video	54	1
6.95954	ftp	536	1
6.96426	ftp	536	1
6.96669	video	250	1
6.9686	gaming	184	2
6.97103	video	250	1
6.97224	gaming	97	1
6.97332	video	82	1
6.97804	ftp	536	1
6.98276	ftp	536	1
6.98384	video	80	1
6.98627	video	250	1
6.98705	video	44	1
6.99177	ftp	536	1
6.99649	ftp	536	1
6.9974	video	59	1
6.99828	video	57	1
7.003	ftp	536	1
7.00772	ftp	536	1
7.01244	ftp	536	1
7.01716	ftp	536	1
7.0184	gaming	100	1
7.02312	ftp	536	1
7.02784	ftp	536	1
7.0295	gaming	154	2
7.03005	voip	15	2
7.03477	ftp	536	1
7.03949	ftp	536	1
7.04421	ftp	536	1
7.04893	ftp	536	1
7.05365	ftp	536	1
7.05837	ftp	536	1
7.06309	ftp	536	1
7.06781	ftp	536	1
7.07253	ftp	536	1
7.07725	ftp	536	1
7.0789	gaming	152	1
7.08025	gaming	115	2
7.08497	ftp	536	1
7.08969	ftp	536	1
7.09024	voip	15	1
7.09496	ftp	536	1
7.09968	ftp	536	1
7.1005	video	48	1
7.10175	video	102	1
7.10268	video	63	1
7.1074	ftp	536	1
7.11212	ftp	536	1
7.11684	ftp	536	1
7.12156	ftp	536	1
7.12264	video	80	1
7.12359	video	65	1
7.12602	video	250	1
7.13074	ftp	536	1
7.13546	ftp	536	1
7.13724	gaming	169	2
7.13843	video	94	1
7.13932	video	58	1
7.14163	gaming	234	1
7.14635	ftp	536	1
7.15107	ftp	536	1
7.15218	video	85	1
7.15295	video	42	1
7.15767	ftp	536	1
7.16239	ftp	536	1
7.16362	video	100	1
7.16605	video	250	1
7.17077	ftp	536	1
7.17549	ftp	536	1
7.17629	video	46	1
7.18101	ftp	536	1
7.18573	ftp	536	1
7.19045	ftp	536	1
7.19517	ftp	536	1
7.19989	ftp	536	1
7.20064	video	40	1
7.20151	video	54	1
7.20246	gaming	65	1
7.20343	video	67	1
7.20398	voip	15	2
7.20572	gaming	164	2
7.21044	ftp	536	1
7.21516	ftp	536	1
7.21648	video	111	1
7.2212	ftp	536	1
7.22592	ftp	536	1
7.22744	video	136	1
7.22825	video	47	1
7.23297	ftp	536	1
7.23769	ftp	536	1
7.23848	video	45	1
7.2432	ftp	536	1
7.24792	ftp	536	1
7.24848	voip	15	1
7.2532	ftp	536	1
7.25792	ftp	536	1
7.26038	gaming	254	1
7.2615	gaming	86	2
7.26622	ftp	536	1
7.27094	ftp	536	1
7.27566	ftp	536	1
7.28038	ftp	536	1
7.2851	ftp	536	1
7.28982	ftp	536	1
7.29454	ftp	536	1
7.29926	ftp	536	1
7.30398	ftp	536	1
7.3087	ftp	536	1
7.31003	gaming	112	2
7.31475	ftp	536	1
7.31947	ftp	536	1
7.32049	gaming	74	1
7.32521	ftp	536	1
7.32993	ftp	536	1
7.33465	ftp	536	1
7.33937	ftp	536	1
7.34039	video	73	1
7.34159	video	96	1
7.34631	ftp	536	1
7.35103	ftp	536	1
7.35188	video	52	1
7.35337	video	133	1
7.35392	voip	15	2
7.35864	ftp	536	1
7.36336	ftp	536	1
7.3642	video	51	1
7.365	video	45	1
7.36972	ftp	536	1
7.37444	ftp	536	1
7.37536	video	61	1
7.37702	gaming	154	1
7.37886	gaming	176	2
7.37961	video	40	1
7.38433	ftp	536	1
7.38905	ftp	536	1
7.38988	video	49	1
7.39073	video	53	1
7.39545	ftp	536	1
7.40017	ftp	536	1
7.40094	video	42	1
7.40566	ftp	536	1
7.41038	ftp	536	1
7.41093	voip	15	1
7.41173	video	46	1
7.41277	video	76	1
7.41416	gaming	120	1
7.41888	ftp	536	1
7.4236	ftp	536	1
7.42491	video	109	1
7.42963	ftp	536	1
7.43435	ftp	536	1
7.43596	gaming	148	2
7.43691	video	64	1
7.44163	ftp	536	1
7.44635	ftp	536	1
7.44733	video	69	1
7.44814	video	47	1
7.45286	ftp	536	1
7.45758	ftp	536	1
7.45855	video	67	1
7.46098	video	250	1
7.46293	video	190	1
7.46765	ftp	536	1
7.47237	ftp	536	1
7.47709	ftp	536	1
7.48181	ftp	536	1
7.48313	gaming	111	2
7.48785	ftp	536	1
7.49257	ftp	536	1
7.49729	ftp	536	1
7.50201	ftp	536	1
7.50358	gaming	142	1
7.5083	ftp	536	1
7.51302	ftp	536	1
7.51357	voip	15	2
7.51829	ftp	536	1
7.52301	ftp	536	1
7.52773	ftp	536	1
7.53245	ftp	536	1
7.53717	ftp	536	1
7.54189	ftp	536	1
7.54348	gaming	144	2
7.5482	ftp	536	1
7.55292	ftp	536	1
7.55764	ftp	536	1
7.56236	ftp	536	1
7.56362	gaming	104	1
7.56447	video	52	1
7.56502	voip	15	1
7.56974	ftp	536	1
7.57446	ftp	536	1
7.57521	video	40	1
7.57602	video	47	1
7.57726	video	101	1
7.58198	ftp	536	1
7.5867	ftp	536	1
7.58876	video	204	1
7.58992	video	90	1
7.59464	ftp	536	1
7.59936	ftp	536	1
7.6006	video	102	1
7.60304	video	250	1
7.60396	video	61	1
7.60507	gaming	85	2
7.60603	video	66	1
7.61075	ftp	536	1
7.61547	ftp	536	1
7.61644	video	67	1
7.61733	video	58	1
7.62205	ftp	536	1
7.62677	ftp	536	1
7.6278	video	74	1
7.6296	gaming	171	1
7.63064	video	77	1
7.63176	video	85	1
7.63255	video	45	1
7.63727	ftp	536	1
7.64199	ftp	536	1
7.64387	video	181	1
7.64859	ftp	536	1
7.65331	ftp	536	1
7.6541	video	45	1
7.65559	video	132	1
7.66031	ftp	536	1
7.66503	ftp	536	1
7.66579	video	41	1
7.67051	ftp	536	1
7.67523	ftp	536	1
7.67598	voip	40	2
7.6807	ftp	536	1
7.68542	ftp	536	1
7.68688	gaming	129	2
7.6916	ftp	536	1
7.69632	ftp	536	1
7.69808	gaming	166	1
7.7028	ftp	536	1
7.70752	ftp	536	1
7.70828	voip	40	2
7.713	ftp	536	1
7.71772	ftp	536	1
7.72244	ftp	536	1
7.72716	ftp	536	1
7.72791	voip	40	2
7.72926	gaming	115	2
7.72981	voip	15	1
7.73453	ftp	536	1
7.73925	ftp	536	1
7.74397	ftp	536	1
7.74869	ftp	536	1
7.75006	gaming	117	1
7.75081	voip	40	2
7.75553	ftp	536	1
