Time(s)	TrafficType	Size(Bytes)
42.5542	ftp	536	
42.5589	ftp	536	
42.5636	ftp	536	
42.5645	video	57	
42.5656	video	82	
42.5672	video	153	
42.5684	gaming	93	
42.5731	ftp	536	
42.5779	ftp	536	
42.5826	ftp	536	
42.5873	ftp	536	
42.592	ftp	536	
42.5967	ftp	536	
42.6015	ftp	536	
42.6062	ftp	536	
42.6081	gaming	190	
42.6128	ftp	536	
42.6176	ftp	536	
42.6223	ftp	536	
42.627	ftp	536	
42.6317	ftp	536	
42.6364	ftp	536	
42.6412	ftp	536	
42.6459	ftp	536	
42.6472	gaming	111	
42.6519	ftp	536	
42.6566	ftp	536	
42.6581	video	123	
42.6598	video	160	
42.6645	ftp	536	
42.6692	ftp	536	
42.6739	ftp	536	
42.6754	video	125	
42.6801	ftp	536	
42.6848	ftp	536	
42.6895	ftp	536	
42.6942	ftp	536	
42.695	video	44	
42.6956	voip	15	
42.6971	video	142	
42.7019	ftp	536	
42.7066	ftp	536	
42.7073	video	40	
42.7082	video	54	
42.7098	gaming	147	
42.7145	ftp	536	
42.7193	ftp	536	
42.721	video	165	
42.7257	ftp	536	
42.7304	ftp	536	
42.7317	video	105	
42.7337	video	190	
42.7344	video	43	
42.7392	ftp	536	
42.7439	ftp	536	
42.7486	ftp	536	
42.7497	video	80	
42.7505	video	53	
42.752	gaming	134	
42.7537	video	149	
42.7553	video	147	
42.7567	video	128	
42.7576	video	57	
42.7623	ftp	536	
42.7631	video	44	
42.7639	video	44	
42.7648	video	55	
42.7695	ftp	536	
42.7742	ftp	536	
42.7789	ftp	536	
42.7837	ftp	536	
42.7884	ftp	536	
42.7931	ftp	536	
42.7944	gaming	110	
42.7991	ftp	536	
42.8038	ftp	536	
42.8086	ftp	536	
42.8133	ftp	536	
42.818	ftp	536	
42.8227	ftp	536	
42.8274	ftp	536	
42.8322	ftp	536	
42.8369	ftp	536	
42.8416	ftp	536	
42.8463	ftp	536	
42.851	ftp	536	
42.8558	ftp	536	
42.8605	ftp	536	
42.8652	ftp	536	
42.8658	voip	15	
42.867	gaming	100	
42.8717	ftp	536	
42.8764	ftp	536	
42.8811	ftp	536	
42.8859	ftp	536	
42.887	video	88	
42.8917	ftp	536	
42.8964	ftp	536	
42.9012	ftp	536	
42.903	video	176	
42.9039	video	63	
42.9087	ftp	536	
42.9134	ftp	536	
42.9146	video	103	
42.9161	video	124	
42.9208	ftp	536	
42.9255	ftp	536	
42.9267	video	95	
42.9276	video	61	
42.9289	gaming	107	
42.9313	video	250	
42.9324	video	79	
42.9335	video	80	
42.9342	video	42	
42.9351	video	49	
42.9375	video	250	
42.9383	video	53	
42.9431	ftp	536	
42.9439	video	49	
42.9447	video	52	
42.9463	gaming	145	
42.9471	video	44	
42.9482	video	82	
42.949	video	50	
42.95	video	72	
42.9548	ftp	536	
42.9595	ftp	536	
42.9642	ftp	536	
42.9689	ftp	536	
42.9736	ftp	536	
42.9784	ftp	536	
42.9831	ftp	536	
42.9836	voip	15	
42.9884	ftp	536	
42.9931	ftp	536	
42.9943	gaming	104	
42.9991	ftp	536	
43.0038	ftp	536	
43.0085	ftp	536	
43.0132	ftp	536	
43.0179	ftp	536	
43.0227	ftp	536	
43.0274	ftp	536	
43.0321	ftp	536	
43.0368	ftp	536	
43.0415	ftp	536	
43.0813	video	198	
43.0821	video	45	
43.0837	video	141	
43.0858	video	213	
43.0873	gaming	137	
43.1118	video	49	
43.1315	video	56	
43.1327	video	98	
43.1336	video	58	
43.1346	video	62	
43.1356	video	72	
43.1371	gaming	137	
43.1521	video	46	
43.1529	video	53	
43.154	video	88	
43.1548	video	46	
43.1557	video	48	
43.1562	voip	15	
43.1571	video	54	
43.1595	video	250	
43.1608	gaming	105	
43.171	video	44	
43.1729	video	182	
43.1747	video	175	
43.209	gaming	106	
43.3043	video	55	
43.3057	gaming	122	
43.3073	video	143	
43.3272	video	70	
43.328	video	47	
43.3383	video	53	
43.3393	video	71	
43.354	voip	15	
43.3552	video	102	
43.371	gaming	147	
43.3719	video	62	
43.3731	video	88	
43.3749	video	172	
43.3772	video	232	
43.3783	video	94	
43.3808	video	250	
43.3816	video	43	
43.3831	video	139	
43.3987	gaming	125	
43.3995	video	42	
43.4002	video	42	
43.401	video	47	
43.4019	video	52	
43.4027	video	43	
43.4404	ftp	16080	
43.4425	gaming	204	
43.4902	voip	15	
43.4958	video	55	
43.4968	video	63	
43.4986	video	174	
43.5045	video	95	
43.5062	gaming	164	
43.5072	video	63	
43.5131	video	94	
43.5142	video	91	
43.5198	video	52	
43.5256	video	77	
43.5264	video	50	
43.5279	video	135	
43.5382	video	47	
43.5476	ftp	32696	
43.5487	video	87	
43.5512	video	250	
43.5525	gaming	106	
43.5533	video	53	
43.558	ftp	536	
43.5627	ftp	536	
43.5635	video	41	
43.5643	video	51	
43.5691	ftp	536	
43.5738	ftp	536	
43.5746	video	45	
43.577	video	250	
43.5817	ftp	536	
43.5827	video	64	
43.5874	ftp	536	
43.5894	gaming	199	
43.5941	ftp	536	
43.5989	ftp	536	
43.6036	ftp	536	
43.6083	ftp	536	
43.613	ftp	536	
43.6136	voip	15	
43.6183	ftp	536	
43.623	ftp	536	
43.6277	ftp	536	
43.6291	gaming	116	
43.6338	ftp	536	
43.6385	ftp	536	
43.6433	ftp	536	
43.648	ftp	536	
43.6527	ftp	536	
43.6541	video	125	
43.6549	video	42	
43.6567	video	172	
43.6614	ftp	536	
43.6628	gaming	119	
43.6637	video	54	
43.6684	ftp	536	
43.6692	video	49	
43.6739	ftp	536	
43.6753	video	118	
43.6762	video	52	
43.6809	ftp	536	
43.682	video	88	
43.6867	ftp	536	
43.688	video	108	
43.6927	ftp	536	
43.6975	ftp	536	
43.6984	video	65	
43.7031	ftp	536	
43.7079	ftp	536	
43.7126	ftp	536	
43.7135	video	62	
43.7182	ftp	536	
43.7194	gaming	87	
43.7241	ftp	536	
43.7252	video	90	
43.7299	ftp	536	
43.7308	video	50	
43.7355	ftp	536	
43.7373	video	177	
43.7421	ftp	536	
43.7429	video	50	
43.7476	ftp	536	
43.7523	ftp	536	
43.7529	voip	15	
43.7576	ftp	536	
43.7584	video	47	
43.7594	video	72	
43.7641	ftp	536	
43.7689	ftp	536	
43.7736	ftp	536	
43.7744	video	52	
43.7792	ftp	536	
43.7799	video	41	
43.7816	gaming	157	
43.7863	ftp	536	
43.7871	video	47	
43.7919	ftp	536	
43.7966	ftp	536	
43.8013	ftp	536	
43.806	ftp	536	
43.8107	ftp	536	
43.8155	ftp	536	
43.8202	ftp	536	
43.8249	ftp	536	
43.8268	gaming	182	
43.8315	ftp	536	
43.8362	ftp	536	
43.8409	ftp	536	
43.8457	ftp	536	
43.8504	ftp	536	
43.8551	ftp	536	
43.8598	ftp	536	
43.8645	ftp	536	
43.8693	ftp	536	
43.874	ftp	536	
43.8754	video	123	
43.8801	ftp	536	
43.8848	ftp	536	
43.8864	video	139	
43.8874	video	69	
43.8921	ftp	536	
43.8968	ftp	536	
43.8978	video	75	
43.8991	video	101	
43.9	video	60	
43.9012	gaming	93	
43.9059	ftp	536	
43.9106	ftp	536	
43.9117	video	79	
43.9122	voip	15	
43.9136	video	123	
43.9184	ftp	536	
43.9231	ftp	536	
43.9239	video	50	
43.9286	ftp	536	
43.9333	ftp	536	
43.9358	video	250	
43.9365	video	40	
43.9413	ftp	536	
43.946	ftp	536	
43.9471	video	91	
43.9519	ftp	536	
43.9566	ftp	536	
43.9613	ftp	536	
43.9624	video	81	
43.964	gaming	150	
43.9687	ftp	536	
43.9734	ftp	536	
43.9742	video	42	
43.9751	video	56	
43.9762	video	89	
43.981	ftp	536	
43.9857	ftp	536	
43.9866	video	61	
43.9913	ftp	536	
43.996	ftp	536	
43.9982	video	218	
43.9993	video	88	
44.0002	video	57	
44.005	ftp	536	
44.0097	ftp	536	
44.0144	ftp	536	
44.0191	ftp	536	
44.0208	gaming	151	
44.0255	ftp	536	
44.0302	ftp	536	
44.0349	ftp	536	
44.0396	ftp	536	
44.0444	ftp	536	
44.0491	ftp	536	
44.0538	ftp	536	
44.0585	ftp	536	
44.0632	ftp	536	
44.068	ftp	536	
44.0727	ftp	536	
44.0732	voip	15	
44.0779	ftp	536	
44.0827	ftp	536	
44.0839	gaming	94	
44.0886	ftp	536	
44.0933	ftp	536	
44.098	ftp	536	
44.1027	ftp	536	
44.1039	video	88	
44.1057	video	173	
44.1104	ftp	536	
44.1151	ftp	536	
44.117	video	183	
44.1217	ftp	536	
44.1265	ftp	536	
44.1274	video	62	
44.1321	ftp	536	
44.1368	ftp	536	
44.1376	video	40	
44.1389	video	112	
44.1412	gaming	232	
44.1436	video	250	
44.1483	ftp	536	
44.1531	ftp	536	
44.1578	ftp	536	
44.1587	video	66	
44.1597	video	62	
44.1644	ftp	536	
44.1691	ftp	536	
44.1701	video	70	
44.1748	ftp	536	
44.1795	ftp	536	
44.1804	video	47	
44.1851	ftp	536	
44.1898	ftp	536	
44.1912	video	123	
44.1936	video	250	
44.1945	video	54	
44.1992	ftp	536	
44.2039	ftp	536	
44.205	gaming	83	
44.2059	video	56	
44.2106	ftp	536	
44.2154	ftp	536	
44.2163	video	67	
44.2211	ftp	536	
44.2258	ftp	536	
44.2273	video	143	
44.2281	video	44	
44.2329	ftp	536	
44.2376	ftp	536	
44.2386	video	69	
44.2404	video	172	
44.2451	ftp	536	
44.2498	ftp	536	
44.2513	gaming	134	
44.2519	voip	15	
44.2566	ftp	536	
44.2613	ftp	536	
44.266	ftp	536	
44.2707	ftp	536	
44.2755	ftp	536	
44.2802	ftp	536	
44.2849	ftp	536	
44.2896	ftp	536	
44.2943	ftp	536	
44.2991	ftp	536	
44.3038	ftp	536	
44.3085	ftp	536	
44.3132	ftp	536	
44.3146	gaming	116	
44.3193	ftp	536	
44.324	ftp	536	
44.3287	ftp	536	
44.3335	ftp	536	
44.3342	video	41	
44.3389	ftp	536	
44.3437	ftp	536	
44.3455	video	175	
44.3502	ftp	536	
44.3549	ftp	536	
44.3597	ftp	536	
44.3612	video	143	
44.3659	ftp	536	
44.3707	ftp	536	
44.3719	video	95	
44.3731	video	98	
44.3778	ftp	536	
44.3825	ftp	536	
44.3833	video	42	
44.3857	video	250	
44.3877	gaming	199	
44.3925	ftp	536	
44.3972	ftp	536	
44.398	video	43	
44.3989	video	59	
44.4036	ftp	536	
44.4083	ftp	536	
44.4107	video	250	
44.4155	ftp	536	
44.4202	ftp	536	
44.421	video	48	
44.4215	voip	15	
44.4224	video	49	
44.4271	ftp	536	
44.4318	ftp	536	
44.4326	video	45	
44.435	video	250	
44.4397	ftp	536	
44.4445	ftp	536	
44.4454	video	60	
44.4466	gaming	104	
44.4514	ftp	536	
44.4561	ftp	536	
44.4568	video	40	
44.4616	ftp	536	
44.4663	ftp	536	
44.4671	video	43	
44.4678	video	44	
44.4687	video	54	
44.4695	video	50	
44.4743	ftp	536	
44.479	ftp	536	
44.4837	ftp	536	
44.4884	ftp	536	
44.4931	ftp	536	
44.4979	ftp	536	
44.5026	ftp	536	
44.5042	gaming	151	
44.5089	ftp	536	
44.5137	ftp	536	
44.5184	ftp	536	
44.5231	ftp	536	
44.5278	ftp	536	
44.5325	ftp	536	
44.5373	ftp	536	
44.542	ftp	536	
44.5435	gaming	133	
44.5482	ftp	536	
44.5529	ftp	536	
44.5576	ftp	536	
44.5623	ftp	536	
44.5633	video	70	
44.5641	video	42	
44.5688	ftp	536	
44.5735	ftp	536	
44.5783	ftp	536	
44.5807	video	250	
44.5813	voip	15	
44.586	ftp	536	
44.5907	ftp	536	
44.5917	video	71	
44.5936	video	185	
44.5983	ftp	536	
44.603	ftp	536	
44.6038	video	45	
44.6086	ftp	536	
44.6133	ftp	536	
44.6145	video	99	
44.6155	video	66	
44.6202	ftp	536	
44.6249	ftp	536	
44.6261	gaming	94	
44.6272	video	82	
44.628	video	55	
44.6328	ftp	536	
44.6375	ftp	536	
44.6383	video	53	
44.6431	ftp	536	
44.6478	ftp	536	
44.6525	ftp	536	
44.6572	ftp	536	
44.6619	ftp	536	
44.6629	video	69	
44.6638	video	54	
44.6685	ftp	536	
44.6732	ftp	536	
44.6741	video	51	
44.6788	ftp	536	
44.6835	ftp	536	
44.6855	gaming	192	
44.6862	video	41	
44.691	ftp	536	
44.6957	ftp	536	
44.6964	video	41	
44.6972	video	42	
44.7019	ftp	536	
44.7066	ftp	536	
44.7084	video	166	
44.7099	video	137	
44.7118	video	182	
44.7165	ftp	536	
44.7213	ftp	536	
44.726	ftp	536	
44.7307	ftp	536	
44.7318	gaming	82	
44.7365	ftp	536	
44.7412	ftp	536	
44.7459	ftp	536	
44.7507	ftp	536	
44.7512	voip	15	
44.7559	ftp	536	
44.7607	ftp	536	
44.7654	ftp	536	
44.7701	ftp	536	
44.7748	ftp	536	
44.7795	ftp	536	
44.7843	ftp	536	
44.7856	gaming	116	
44.7903	ftp	536	
44.7951	ftp	536	
44.7998	ftp	536	
44.8045	ftp	536	
44.8053	video	51	
44.8101	ftp	536	
44.8148	ftp	536	
44.8157	video	66	
44.8167	video	68	
44.8214	ftp	536	
44.8262	ftp	536	
44.827	video	47	
44.8317	ftp	536	
44.8364	ftp	536	
44.8386	video	217	
44.8397	video	84	
44.8444	ftp	536	
44.8491	ftp	536	
44.8507	video	138	
44.8515	video	49	
44.8562	ftp	536	
44.8609	ftp	536	
44.8621	video	92	
44.8629	video	42	
44.8653	video	250	
44.8668	gaming	131	
44.8715	ftp	536	
44.8762	ftp	536	
44.8771	video	53	
44.8779	video	51	
44.8826	ftp	536	
44.8873	ftp	536	
44.8921	ftp	536	
44.8931	video	70	
44.8978	ftp	536	
44.9025	ftp	536	
44.9034	video	55	
44.9081	ftp	536	
44.9128	ftp	536	
44.9136	video	46	
44.9145	video	55	
44.9153	video	46	
44.92	ftp	536	
44.9219	video	186	
44.9225	voip	15	
44.9272	ftp	536	
44.9319	ftp	536	
44.933	video	82	
44.9377	ftp	536	
44.9424	ftp	536	
44.9472	ftp	536	
44.9498	gaming	272	
44.9545	ftp	536	
44.9592	ftp	536	
44.9639	ftp	536	
44.9686	ftp	536	
44.9734	ftp	536	
44.9781	ftp	536	
44.9828	ftp	536	
44.9875	ftp	536	
44.9922	ftp	536	
44.997	ftp	536	
45.0017	ftp	536	
45.0064	ftp	536	
45.0111	ftp	536	
45.0158	ftp	536	
45.0206	ftp	536	
45.0225	gaming	189	
45.0272	ftp	536	
45.0319	ftp	536	
45.0332	video	98	
45.0379	ftp	536	
45.0426	ftp	536	
45.045	video	250	
45.046	video	65	
45.0507	ftp	536	
45.0554	ftp	536	
45.0562	video	41	
45.057	video	43	
45.0617	ftp	536	
45.0664	ftp	536	
45.0672	video	44	
45.0681	video	62	
45.0728	ftp	536	
45.0776	ftp	536	
45.0795	gaming	190	
45.0819	video	250	
45.0827	video	40	
45.0874	ftp	536	
45.0921	ftp	536	
45.0927	voip	15	
45.0935	video	48	
45.0982	ftp	536	
45.1029	ftp	536	
45.1054	video	250	
45.1101	ftp	536	
45.1148	ftp	536	
45.1195	ftp	536	
45.1243	ftp	536	
45.129	ftp	536	
45.13	video	72	
45.1309	video	61	
45.1332	gaming	229	
45.1379	ftp	536	
45.1426	ftp	536	
45.1473	ftp	536	
45.1484	video	75	
45.1495	video	90	
45.1513	video	164	
45.1527	video	122	
45.1551	video	250	
45.1559	video	45	
45.1568	video	61	
45.1615	ftp	536	
45.1662	ftp	536	
45.171	ftp	536	
45.1757	ftp	536	
45.1804	ftp	536	
45.1851	ftp	536	
45.1898	ftp	536	
45.1946	ftp	536	
45.1963	gaming	162	
45.201	ftp	536	
45.2057	ftp	536	
45.2105	ftp	536	
45.2152	ftp	536	
45.2199	ftp	536	
45.2246	ftp	536	
45.2293	ftp	536	
45.2341	ftp	536	
45.2388	ftp	536	
45.2435	ftp	536	
45.2482	ftp	536	
45.2529	ftp	536	
45.2547	gaming	170	
45.2553	voip	15	
45.26	ftp	536	
45.2647	ftp	536	
45.2655	video	44	
45.2679	video	250	
45.2704	video	250	
45.2751	ftp	536	
45.2798	ftp	536	
45.2845	ftp	536	
45.2892	ftp	536	
45.2901	video	54	
45.2948	ftp	536	
45.2995	ftp	536	
45.3005	video	65	
45.3052	ftp	536	
45.3099	ftp	536	
45.3107	video	46	
45.3115	video	41	
45.3132	gaming	153	
45.3179	ftp	536	
45.3226	ftp	536	
45.3235	video	55	
45.3246	video	87	
45.3293	ftp	536	
45.334	ftp	536	
45.3348	video	45	
45.3358	video	65	
45.3366	video	52	
45.3374	video	44	
45.3383	video	58	
45.343	ftp	536	
45.344	video	66	
45.3487	ftp	536	
45.3534	ftp	536	
45.3544	video	63	
45.356	gaming	145	
45.3607	ftp	536	
45.3618	video	91	
45.3635	video	153	
45.3646	video	79	
45.3693	ftp	536	
45.374	ftp	536	
45.3748	video	47	
45.3795	ftp	536	
45.3842	ftp	536	
45.389	ftp	536	
45.3937	ftp	536	
45.3984	ftp	536	
45.4031	ftp	536	
45.4039	voip	40	
45.4086	ftp	536	
45.4133	ftp	536	
45.418	ftp	536	
45.4228	ftp	536	
45.4275	ftp	536	
45.4322	ftp	536	
45.4369	ftp	536	
45.4416	ftp	536	
45.4429	gaming	105	
45.4437	voip	40	
45.4484	ftp	536	
45.4531	ftp	536	
45.4578	ftp	536	
45.4625	ftp	536	
45.4673	ftp	536	
45.468	voip	40	
45.4727	ftp	536	
45.4775	ftp	536	
45.4822	ftp	536	
45.4869	ftp	536	
45.4916	ftp	536	
45.4963	ftp	536	
45.4972	video	58	
45.498	voip	40	
45.4987	video	42	
45.4996	video	54	
45.5007	video	84	
45.5019	gaming	99	
45.5067	ftp	536	
45.5114	ftp	536	
45.5122	video	48	
45.5169	ftp	536	
45.5216	ftp	536	
45.5239	video	223	
45.5246	voip	40	
45.5293	ftp	536	
45.5302	video	55	
45.5312	video	68	
45.532	video	50	
45.5333	video	111	
45.535	video	153	
45.5374	video	250	
45.5398	video	250	
45.5406	voip	40	
45.5453	ftp	536	
45.5461	voip	40	
45.5477	gaming	156	
45.5525	ftp	536	
45.5572	ftp	536	
45.5579	video	41	
45.5598	video	174	
45.5607	video	67	
45.5623	video	143	
45.5633	video	69	
45.5643	video	70	
45.5663	video	194	
45.567	voip	40	
45.5717	ftp	536	
45.5731	gaming	118	
45.5739	voip	40	
45.5786	ftp	536	
45.5833	ftp	536	
45.588	ftp	536	
45.5928	ftp	536	
45.5975	ftp	536	
45.6022	ftp	536	
45.6029	voip	40	
45.6077	ftp	536	
45.6124	ftp	536	
45.6171	ftp	536	
45.6218	ftp	536	
45.6265	ftp	536	
45.6313	ftp	536	
45.636	ftp	536	
45.6407	ftp	536	
45.6509	voip	40	
45.6617	gaming	112	
45.6782	video	246	
45.6931	voip	40	
45.705	video	250	
45.7157	video	99	
45.7211	voip	40	
45.722	video	52	
45.7228	video	47	
45.7252	video	250	
45.7262	video	70	
45.7277	gaming	125	
45.7287	video	76	
45.7311	video	250	
45.7325	video	113	
45.7334	video	61	
45.7345	video	84	
45.7352	voip	40	
45.736	voip	40	
45.751	video	52	
45.7527	gaming	160	
45.7551	video	250	
45.7559	voip	40	
45.7572	video	112	
45.7581	video	49	
45.7589	video	58	
45.7645	video	52	
45.7669	video	250	
45.7724	voip	40	
45.7843	video	250	
45.8134	voip	40	
45.8147	gaming	113	
45.8627	voip	40	
45.9153	voip	40	
45.9169	gaming	137	
45.9412	voip	40	
45.9516	video	70	
45.9524	video	44	
45.9543	video	180	
45.9651	video	120	
45.966	video	58	
45.9682	video	216	
45.969	video	50	
45.9707	gaming	151	
45.9714	voip	40	
45.9722	voip	40	
45.9824	video	42	
45.9832	video	49	
45.9842	video	75	
45.985	video	48	
45.9861	video	85	
45.9874	video	102	
45.9888	video	118	
45.9898	gaming	78	
45.9906	voip	40	
45.9961	voip	40	
46.0032	video	250	
46.004	video	41	
46.0054	video	126	
46.0064	video	71	
46.0072	video	40	
46.0096	video	250	
46.0292	voip	40	
46.0387	ftp	8576	
46.0396	gaming	68	
46.0781	voip	40	
46.0876	ftp	2680	
46.0931	voip	40	
46.0978	ftp	10184	
46.1039	gaming	126	
46.1141	voip	40	
46.115	video	52	
46.1257	video	103	
46.1313	video	57	
46.132	voip	40	
46.1376	video	48	
46.1435	video	92	
46.149	video	47	
46.1514	gaming	250	
46.1524	video	67	
46.1582	video	86	
46.159	voip	40	
46.1599	video	61	
46.1718	video	250	
46.1725	video	40	
46.1772	ftp	28408	
46.1783	video	82	
46.1831	ftp	536	
46.1838	voip	40	
46.1848	video	74	
46.1856	video	44	
46.188	video	250	
46.1899	video	172	
46.1908	video	68	
46.1918	video	72	
46.1966	ftp	536	
46.2013	ftp	536	
46.2026	video	116	
46.2036	video	61	
46.2052	gaming	152	
46.206	voip	40	
46.2067	voip	40	
46.2114	ftp	536	
46.2161	ftp	536	
46.2209	ftp	536	
46.2256	ftp	536	
46.2303	ftp	536	
46.235	ftp	536	
46.2397	ftp	536	
46.2405	voip	40	
46.2452	ftp	536	
46.2499	ftp	536	
46.2547	ftp	536	
46.2562	gaming	136	
46.2609	ftp	536	
46.2656	ftp	536	
46.2664	voip	40	
46.2711	ftp	536	
46.2758	ftp	536	
46.2805	ftp	536	
46.2813	voip	40	
46.286	ftp	536	
46.2907	ftp	536	
46.2918	video	79	
46.2927	video	55	
46.2974	ftp	536	
46.299	gaming	153	
46.3038	ftp	536	
46.3085	ftp	536	
46.3094	video	60	
46.3101	voip	40	
46.312	video	180	
46.3167	ftp	536	
46.3192	video	250	
46.3239	ftp	536	
46.3263	video	245	
46.331	ftp	536	
46.3357	ftp	536	
46.3372	video	130	
46.3419	ftp	536	
46.3432	video	110	
46.344	voip	40	
46.3487	ftp	536	
46.3501	video	123	
46.3548	ftp	536	
46.3595	ftp	536	
46.3606	video	81	
46.3653	ftp	536	
46.3669	gaming	145	
46.3717	ftp	536	
46.3725	video	51	
46.3772	ftp	536	
46.3781	video	59	
46.3789	voip	40	
46.3836	ftp	536	
46.3844	video	48	
46.3891	ftp	536	
46.3901	video	64	
46.3948	ftp	536	
46.3995	ftp	536	
46.4003	video	44	
46.405	ftp	536	
46.4058	voip	40	
46.4105	ftp	536	
46.4129	video	250	
46.4176	ftp	536	
46.4224	ftp	536	
46.4235	video	93	
46.4283	ftp	536	
46.429	voip	40	
46.4337	ftp	536	
46.4346	video	54	
46.4358	video	93	
46.4372	gaming	122	
46.4419	ftp	536	
46.4428	video	58	
46.4475	ftp	536	
46.4522	ftp	536	
46.453	voip	40	
46.4577	ftp	536	
46.4624	ftp	536	
46.4671	ftp	536	
46.4719	ftp	536	
46.4726	voip	40	
46.4773	ftp	536	
46.4821	ftp	536	
46.4835	gaming	132	
46.4883	ftp	536	
46.493	ftp	536	
46.4937	voip	40	
46.4985	ftp	536	
46.5032	ftp	536	
46.5079	ftp	536	
46.5126	ftp	536	
46.5173	ftp	536	
46.5221	ftp	536	
46.5268	ftp	536	
46.5275	voip	40	
46.53	video	250	
46.5347	ftp	536	
46.5394	ftp	536	
46.5402	video	40	
46.5417	gaming	144	
46.5465	ftp	536	
46.5512	ftp	536	
46.552	video	52	
46.5528	voip	40	
46.5575	ftp	536	
46.5622	ftp	536	
46.563	video	40	
46.5641	video	89	
46.5688	ftp	536	
46.5736	ftp	536	
46.5746	video	75	
46.5763	video	155	
46.5782	video	187	
46.5829	ftp	536	
46.5876	ftp	536	
46.5884	voip	40	
46.5892	video	53	
46.594	ftp	536	
46.5987	ftp	536	
46.5998	video	88	
46.6009	video	79	
46.6016	video	41	
46.6029	gaming	103	
46.6036	voip	40	
46.6084	ftp	536	
46.6131	ftp	536	
46.6154	video	240	
46.617	video	145	
46.6217	ftp	536	
46.6265	ftp	536	
46.6275	video	71	
46.6282	video	42	
46.6295	video	98	
46.6342	ftp	536	
46.6389	ftp	536	
46.6436	ftp	536	
46.6444	voip	40	
46.6451	video	42	
46.6499	ftp	536	
46.6546	ftp	536	
46.6567	video	210	
46.6577	video	68	
46.6624	ftp	536	
46.6671	ftp	536	
46.6681	gaming	66	
46.6688	voip	40	
46.6735	ftp	536	
46.6783	ftp	536	
46.683	ftp	536	
46.6877	ftp	536	
46.6884	voip	40	
46.6932	ftp	536	
46.6979	ftp	536	
46.7026	ftp	536	
46.7073	ftp	536	
46.7086	gaming	108	
46.7133	ftp	536	
46.7181	ftp	536	
46.7188	voip	40	
46.7235	ftp	536	
46.7283	ftp	536	
46.733	ftp	536	
46.7377	ftp	536	
46.7384	voip	40	
46.7432	ftp	536	
46.7479	ftp	536	
46.7498	video	181	
46.7508	video	73	
46.7555	ftp	536	
46.7602	ftp	536	
46.7649	ftp	536	
46.7659	video	62	
46.7666	voip	40	
46.7713	ftp	536	
46.7761	ftp	536	
46.7773	video	104	
46.7791	gaming	166	
46.7838	ftp	536	
46.7885	ftp	536	
46.7893	video	42	
46.794	ftp	536	
46.7987	ftp	536	
46.8005	video	163	
46.8012	voip	40	
46.8059	ftp	536	
46.8107	ftp	536	
46.8115	video	51	
46.8162	ftp	536	
46.8209	ftp	536	
46.8234	video	250	
46.8253	video	186	
46.8264	video	80	
46.8281	video	167	
46.8329	ftp	536	
46.8376	ftp	536	
46.8383	voip	40	
46.8396	video	106	
46.8443	ftp	536	
46.849	ftp	536	
46.8515	video	250	
46.8523	video	44	
46.8532	video	59	
46.8579	ftp	536	
46.8626	ftp	536	
46.8644	gaming	172	
46.8652	voip	40	
46.8676	video	250	
46.8723	ftp	536	
46.877	ftp	536	
46.8778	video	41	
46.8825	ftp	536	
46.8872	ftp	536	
46.889	video	167	
46.8898	voip	40	
46.8906	video	47	
46.8953	ftp	536	
46.9	ftp	536	
46.9008	video	41	
46.9055	ftp	536	
46.9102	ftp	536	
46.911	voip	40	
46.9157	ftp	536	
46.9204	ftp	536	
46.9251	ftp	536	
46.9266	gaming	131	
46.9313	ftp	536	
46.936	ftp	536	
46.9368	voip	40	
46.9415	ftp	536	
46.9462	ftp	536	
46.9509	ftp	536	
46.9557	ftp	536	
46.9564	voip	40	
46.9611	ftp	536	
46.9659	ftp	536	
46.9706	ftp	536	
46.9753	ftp	536	
46.98	ftp	536	
46.9847	ftp	536	
46.9855	voip	40	
46.987	gaming	131	
46.9879	video	58	
46.9926	ftp	536	
46.9973	ftp	536	
46.9981	video	41	
47.0028	ftp	536	
47.0075	ftp	536	
47.0083	video	41	
47.0092	video	67	
47.0105	video	103	
47.0152	ftp	536	
47.0199	ftp	536	
47.0207	voip	40	
47.0215	video	47	
47.0224	video	58	
47.0271	ftp	536	
47.0318	ftp	536	
47.033	video	92	
47.0377	ftp	536	
47.0424	ftp	536	
47.0444	video	188	
47.0456	gaming	94	
47.0463	voip	40	
47.0471	video	45	
47.0518	ftp	536	
47.0565	ftp	536	
47.0613	ftp	536	
47.066	ftp	536	
47.0684	video	250	
47.0693	video	57	
47.0717	video	250	
47.0725	voip	40	
47.0772	ftp	536	
47.0819	ftp	536	
47.0844	video	250	
47.0891	ftp	536	
47.0938	ftp	536	
47.0985	ftp	536	
47.1001	video	138	
47.1048	ftp	536	
47.1095	ftp	536	
47.1108	gaming	104	
47.1122	video	127	
47.113	voip	40	
47.1141	video	88	
47.1188	ftp	536	
47.1235	ftp	536	
47.1247	video	97	
47.1259	video	92	
47.1283	video	250	
47.1331	ftp	536	
47.1378	ftp	536	
47.1385	voip	40	
47.1433	ftp	536	
47.148	ftp	536	
47.1527	ftp	536	
47.1574	ftp	536	
47.1589	gaming	128	
47.1596	voip	40	
47.1643	ftp	536	
47.1691	ftp	536	
47.1738	ftp	536	
